20184_MATH CS .html,MATH CS 120,CRST,1.0 - 6.0,Pass/No Pass,M W,11:00am - 12:15pm,CRST 164B,0 / 25
20184_MATH CS .html,MATH CS 128,CRST,1.0 - 5.0,Pass/No Pass,M W F,1:00pm - 2:15pm,CRST 164B,0 / 25
20184_CHIN.html,CHIN      1,L&S,5.0,Optional,MTWRF,2:00pm - 2:50pm,PHELP2536,20 / 20
20184_CHIN.html,CHIN      1,L&S,5.0,Optional,MTWRF,10:00am - 10:50am,HSSB 1227,17 / 20
20184_CHIN.html,CHIN      1,L&S,5.0,Optional,MTWRF,11:00am - 11:50am,HSSB 1227,14 / 20
20184_CHIN.html,CHIN      1,L&S,5.0,Optional,MTWRF,12:00pm - 12:50pm,HSSB 1227,9 / 20
20184_CHIN.html,CHIN      1,L&S,5.0,Optional,MTWRF,1:00pm - 1:50pm,PHELP3523,13 / 20
20184_CHIN.html,CHIN      1,L&S,5.0,Optional,MTWRF,9:00 am - 9:50 am,HSSB 1227,10 / 20
20184_CHIN.html,CHIN      1NH,L&S,4.0,Optional,MTWR,10:00am - 10:50am,HSSB 2201,13 / 20
20184_CHIN.html,CHIN      1NH,L&S,4.0,Optional,MTWR,9:00 am - 9:50 am,HSSB 2201,2 / 20
20184_CHIN.html,CHIN      4,L&S,5.0,Optional,MTWR,10:00am - 10:50am,HSSB 3041,13 / 20
20184_CHIN.html,CHIN      4,L&S,5.0,Optional,F,10:00am - 10:50am,HSSB 2201,13 / 20
20184_CHIN.html,CHIN      4,L&S,5.0,Optional,MTWR,11:00am - 11:50am,HSSB 4201,8 / 20
20184_CHIN.html,CHIN      4,L&S,5.0,Optional,F,11:00am - 11:50am,HSSB 4020,8 / 20
20184_CHIN.html,CHIN      4NH,L&S,4.0,Optional,MTWR,1:00pm - 1:50pm,HSSB 3201,3 / 20
20184_CHIN.html,CHIN      8A,L&S,4.0,Optional,M W,2:00pm - 3:15pm,ELLSN2816,1 / 18
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,M W,12:30pm - 1:45pm,PSYCH1924,90 / 90
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,M,4:00pm - 4:50pm,HSSB 4202,15 / 15
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,M,5:00pm - 5:50pm,HSSB 4201,15 / 15
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,M,6:00pm - 6:50pm,GIRV 1108,15 / 15
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,R,9:00 am - 9:50 am,HSSB 1231,15 / 15
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,R,10:00am - 10:50am,HSSB 1215,15 / 15
20184_CHIN.html,CHIN     26,L&S,4.0,Letter,R,11:00am - 11:50am,GIRV 2108,15 / 15
20184_CHIN.html,CHIN     35,L&S,4.0,Optional,M W,2:00pm - 3:15pm,PHELP2516,60 / 60
20184_CHIN.html,CHIN     35,L&S,4.0,Optional,M,4:00pm - 4:50pm,HSSB 3001E,20 / 20
20184_CHIN.html,CHIN     35,L&S,4.0,Optional,M,5:00pm - 5:50pm,HSSB 3001E,20 / 20
20184_CHIN.html,CHIN     35,L&S,4.0,Optional,T,10:00am - 10:50am,HSSB 3201,20 / 20
20184_CHIN.html,CHIN     35,L&S,4.0,Optional,W,1:00pm - 1:50pm,HSSB 2202,0 / 15
20184_CHIN.html,CHIN     99,L&S,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 0
20184_CHIN.html,CHIN    101A,L&S,4.0,Letter,T R,2:00pm - 3:15pm,ARTS 1349,40 / 40
20184_CHIN.html,CHIN    122A,L&S,4.0,Optional,MTWR,12:00pm - 12:50pm,HSSB 3202,6 / 20
20184_CHIN.html,CHIN    127A,L&S,4.0,Optional,M W,11:00am - 12:15pm,HSSB 2252,0 / 12
20184_CHIN.html,CHIN    132A,L&S,4.0,Optional,M W,11:00am - 12:15pm,GIRV 2129,0 / 40
20184_CHIN.html,CHIN    132B,L&S,4.0,Optional,M W,11:00am - 12:15pm,GIRV 2129,0 / 40
20184_CHIN.html,CHIN    144,L&S,4.0,Optional,M W,2:00pm - 3:15pm,TD-W 2600,21 / 50
20184_CHIN.html,CHIN    146,L&S,4.0,Optional,W,4:00pm - 6:50pm,HSSB 2252,10 / 14
20184_CHIN.html,CHIN    180SM,L&S,4.0,Optional,M,12:00pm - 2:50pm,HSSB 2212,1 / 16
20184_CHIN.html,CHIN    197,L&S,4.0 - 8.0,Optional,N/A,N/A,N/A,0 / 2
20184_CHIN.html,CHIN    198,L&S,1.0 - 4.0,Optional,N/A,N/A,N/A,0 / 2
20184_CHIN.html,CHIN    199,L&S,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 5
20184_COMM.html,COMM      1,L&S,5.0,Optional,T R,8:00 am - 9:15 am,IV   THEA1,31 / 180
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,3:00pm - 3:50pm,SSMS 1009,14 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,5:00pm - 5:50pm,SH   1430,12 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,6:00pm - 6:50pm,PHELP1508,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,7:00pm - 7:50pm,PHELP1444,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,8:00pm - 8:50pm,HSSB 1211,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,9:00pm - 9:50pm,HSSB 1211,0 / 23
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,7:00pm - 7:50pm,GIRV 2108,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,8:00pm - 8:50pm,HSSB 1210,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,R,9:00pm - 9:50pm,HSSB 1210,0 / 23
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,8:00 am - 8:50 am,HSSB 1210,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,9:00 am - 9:50 am,HSSB 1228,2 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,10:00am - 10:50am,GIRV 1116,1 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,12:00pm - 12:50pm,NH   1109,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,1:00pm - 1:50pm,HSSB 1236,1 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,2:00pm - 2:50pm,HSSB 1228,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,12:00pm - 12:50pm,GIRV 2127,1 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,1:00pm - 1:50pm,HSSB 1233,0 / 24
20184_COMM.html,COMM      1,L&S,5.0,Optional,F,2:00pm - 2:50pm,HSSB 1227,0 / 24
20184_COMM.html,COMM     87,L&S,5.0,Letter,M W F,1:00pm - 1:50pm,LSB  1001,39 / 132
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,2:00pm - 2:50pm,ARTS 1353,20 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,3:00pm - 3:50pm,SSMS 1007,20 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,4:00pm - 4:50pm,HSSB 1237,9 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,5:00pm - 5:50pm,PHELP1525,9 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,6:00pm - 6:50pm,HSSB 1228,2 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,7:00pm - 7:50pm,PHELP1513,2 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,2:00pm - 2:50pm,HSSB 1236,4 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,3:00pm - 3:50pm,SSMS 1007,4 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,4:00pm - 4:50pm,HSSB 1228,3 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,5:00pm - 5:50pm,SSMS 1007,3 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,6:00pm - 6:50pm,HSSB 1227,1 / 22
20184_COMM.html,COMM     87,L&S,5.0,Letter,W,7:00pm - 7:50pm,SSMS 1007,1 / 22
20184_COMM.html,COMM     88,L&S,5.0,Letter,T R,2:00pm - 3:15pm,BUCHN1910,132 / 190
20184_COMM.html,COMM     88,L&S,5.0,Letter,R,4:00pm - 5:50pm,SSMS 1009,18 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,R,6:00pm - 7:50pm,SSMS 1009,18 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,R,8:00pm - 9:50pm,HSSB 2201,14 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,10:00am - 11:50am,NH   1111,12 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,1:00pm - 2:50pm,NH   1111,3 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,R,8:00pm - 9:50pm,GIRV 1108,2 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,8:00 am - 9:50 am,SSMS 1009,3 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,10:00am - 11:50am,SSMS 1009,6 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,12:00pm - 1:50pm,SSMS 1009,6 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,R,7:00pm - 8:50pm,NH   1111,18 / 18
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,11:00am - 12:50pm,SH   1430,7 / 20
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,1:00pm - 2:50pm,GIRV 2123,4 / 20
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,8:00 am - 9:50 am,HSSB 2251,3 / 20
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,10:00am - 11:50am,GIRV 1119,12 / 20
20184_COMM.html,COMM     88,L&S,5.0,Letter,F,1:00pm - 2:50pm,GIRV 1115,6 / 20
20184_COMM.html,COMM     89,L&S,5.0,Letter,T R,9:30 am - 10:45am,BUCHN1910,71 / 130
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,8:00 am - 9:50 am,HSSB 1236,5 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,10:00am - 11:50am,GIRV 1115,12 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,1:00pm - 2:50pm,GIRV 2127,5 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,8:00 am - 9:50 am,HSSB 1233,2 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,10:00am - 11:50am,GIRV 2123,9 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,1:00pm - 2:50pm,NH   1109,1 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,R,7:00pm - 8:50pm,GIRV 2119,11 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,11:00am - 12:50pm,PHELP3523,8 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,1:00pm - 2:50pm,GIRV 2119,0 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,R,7:00pm - 8:50pm,GIRV 2115,13 / 18
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,11:00am - 12:50pm,PHELP3519,2 / 20
20184_COMM.html,COMM     89,L&S,5.0,Letter,F,1:00pm - 2:50pm,GIRV 2112,3 / 20
20184_COMM.html,COMM     99RA,L&S,1.0 - 5.0,Pass/No Pass,N/A,N/A,N/A,0 / 60
20184_COMM.html,COMM    101,L&S,4.0,Optional,M W,6:30pm - 7:45pm,NH   1105,8 / 60
20184_COMM.html,COMM    104,L&S,4.0,Optional,M W,3:30pm - 4:45pm,PSYCH1902,34 / 65
20184_COMM.html,COMM    106,L&S,4.0,Optional,T R,5:00pm - 6:15pm,PHELP3515,0 / 74
20184_COMM.html,COMM    106,L&S,4.0,Optional,F,12:00pm - 12:50pm,PHELP1440,0 / 25
20184_COMM.html,COMM    106,L&S,4.0,Optional,F,1:00pm - 1:50pm,PHELP1448,0 / 25
20184_COMM.html,COMM    106,L&S,4.0,Optional,F,2:00pm - 2:50pm,HSSB 1224,0 / 24
20184_COMM.html,COMM    107,L&S,4.0,Optional,M W,2:00pm - 3:15pm,BUCHN1920,0 / 105
20184_COMM.html,COMM    113,L&S,4.0,Optional,T R,9:30 am - 10:45am,WEBB 1100,82 / 82
20184_COMM.html,COMM    114,L&S,4.0,Optional,T R,11:00am - 12:15pm,PHELP1425,58 / 60
20184_COMM.html,COMM    116,L&S,4.0,Optional,M W,11:00am - 12:15pm,PHELP3515,75 / 75
20184_COMM.html,COMM    117,L&S,4.0,Optional,T R,9:30 am - 10:45am,BUCHN1930,75 / 75
20184_COMM.html,COMM    118,L&S,4.0,Optional,M W,12:30pm - 1:45pm,PHELP3515,43 / 75
20184_COMM.html,COMM    130,L&S,4.0,Optional,T R,5:00pm - 6:15pm,PHELP2516,23 / 55
20184_COMM.html,COMM    131,L&S,4.0,Optional,M W,5:00pm - 6:15pm,PHELP3515,25 / 75
20184_COMM.html,COMM    136,L&S,4.0,Optional,M W,8:00 am - 9:15 am,WEBB 1100,18 / 82
20184_COMM.html,COMM    142,L&S,4.0,Optional,T R,2:00pm - 3:15pm,PHELP3515,70 / 70
20184_COMM.html,COMM    145,L&S,4.0,Optional,T R,8:00 am - 9:15 am,NH   1105,21 / 60
20184_COMM.html,COMM    154,L&S,4.0,Optional,T R,2:00pm - 3:15pm,SH   1431,75 / 75
20184_COMM.html,COMM    160JW,L&S,4.0,Optional,T R,3:30pm - 4:45pm,SH   1431,75 / 75
20184_COMM.html,COMM    168,L&S,4.0,Optional,M W,11:00am - 12:15pm,HSSB 1174,75 / 75
20184_COMM.html,COMM    169,L&S,4.0,Optional,M W,2:00pm - 3:15pm,BUCHN1920,75 / 75
20184_COMM.html,COMM    175CC,L&S,4.0,Optional,M W,3:30pm - 4:45pm,PHELP2532,3 / 30
20184_COMM.html,COMM    180,L&S,4.0,Letter,M W,9:30 am - 10:45am,SSMS 1009,0 / 10
20184_COMM.html,COMM    182,L&S,4.0,Optional,T R,12:30pm - 1:45pm,PHELP1508,30 / 30
20184_COMM.html,COMM    197,L&S,1.0,Pass/No Pass,N/A,N/A,N/A,0 / 60
20184_COMM.html,COMM    199,L&S,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 5
20184_COMM.html,COMM    199RA,L&S,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 60
20184_HIST.html,HIST      2A,L&S,4.0,Optional,M W,3:30pm - 4:45pm,IV   THEA1,132 / 132
20184_HIST.html,HIST      2A,L&S,4.0,Optional,T,8:00 am - 8:50 am,HSSB 2202,6 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,M,7:00pm - 7:50pm,GIRV 2135,9 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,T,8:00 am - 8:50 am,GIRV 2135,2 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,W,8:00 am - 8:50 am,GIRV 1108,9 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,R,8:00 am - 8:50 am,GIRV 2135,2 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,T,3:00pm - 3:50pm,HSSB 1206,18 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,T,4:00pm - 4:50pm,HSSB 3201,18 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,8:00 am - 8:50 am,HSSB 2202,0 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,W,8:00 am - 8:50 am,HSSB 2202,2 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,5:00pm - 5:50pm,ELLSN2816,2 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,W,5:00pm - 5:50pm,GIRV 2135,18 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,6:00pm - 6:50pm,ELLSN2816,0 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,W,12:00pm - 12:50pm,HSSB 1206,18 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,M,6:00pm - 6:50pm,ELLSN2816,3 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,W,6:00pm - 6:50pm,HSSB 2201,5 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,W,7:00pm - 7:50pm,ELLSN2816,1 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,M,7:00pm - 7:50pm,ELLSN2816,1 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,R,6:00pm - 6:50pm,GIRV 2135,1 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,R,7:00pm - 7:50pm,ELLSN2816,2 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,8:00 am - 8:50 am,GIRV 2135,1 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,9:00 am - 9:50 am,HSSB 2202,2 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,10:00am - 10:50am,HSSB 2202,1 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,11:00am - 11:50am,HSSB 4201,6 / 18
20184_HIST.html,HIST      2A,L&S,4.0,Optional,F,12:00pm - 12:50pm,HSSB 1214,5 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,M W,12:30pm - 1:45pm,MUSICLLCH,149 / 149
20184_HIST.html,HIST      2C,L&S,4.0,Optional,T,2:00pm - 2:50pm,ELLSN2816,18 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,T,3:00pm - 3:50pm,GIRV 2135,18 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,T,4:00pm - 4:50pm,HSSB 2201,18 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,W,8:00 am - 8:50 am,GIRV 2135,6 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,R,8:00 am - 8:50 am,ELLSN2816,2 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,W,4:00pm - 4:50pm,HSSB 4202,13 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,R,2:00pm - 2:50pm,HSSB 3202,13 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,R,3:00pm - 3:50pm,HSSB 3202,1 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,R,4:00pm - 4:50pm,HSSB 4202,8 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,M,3:00pm - 3:50pm,LSB  1101,8 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,M,4:00pm - 4:50pm,HSSB 4201,3 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,M,5:00pm - 5:50pm,HSSB 3201,2 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,F,11:00am - 11:50am,HSSB 3202,5 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,F,12:00pm - 12:50pm,HSSB 1211,4 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,F,1:00pm - 1:50pm,HSSB 4201,3 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,W,9:00 am - 9:50 am,HSSB 1206,8 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,R,5:00pm - 5:50pm,HSSB 2202,3 / 18
20184_HIST.html,HIST      2C,L&S,4.0,Optional,W,11:00am - 11:50am,HSSB 1206,16 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,M W,3:30pm - 4:45pm,TD-W 1701,96 / 97
20184_HIST.html,HIST      5,L&S,4.0,Optional,T,8:00 am - 8:50 am,ELLSN2816,5 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,T,9:00 am - 9:50 am,GIRV 2135,9 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,F,2:00pm - 2:50pm,GIRV 2135,8 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,W,2:00pm - 2:50pm,HSSB 4201,18 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,W,5:00pm - 5:50pm,HSSB 3202,18 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,W,6:00pm - 6:50pm,HSSB 2202,8 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,F,4:00pm - 4:50pm,GIRV 2135,2 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,R,2:00pm - 2:50pm,HSSB 2202,17 / 18
20184_HIST.html,HIST      5,L&S,4.0,Optional,R,3:00pm - 3:50pm,GIRV 2135,11 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,T R,5:00pm - 6:15pm,CHEM 1179,224 / 224
20184_HIST.html,HIST      8,L&S,4.0,Optional,M,1:00pm - 1:50pm,ELLSN2816,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,M,2:00pm - 2:50pm,HSSB 2202,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,M,3:00pm - 3:50pm,HSSB 3201,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,T,9:00 am - 9:50 am,ELLSN2816,17 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,T,10:00am - 10:50am,GIRV 2135,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,F,4:00pm - 4:50pm,HSSB 2202,5 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,W,8:00 am - 8:50 am,ELLSN2816,5 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,W,9:00 am - 9:50 am,HSSB 3201,16 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,W,10:00am - 10:50am,HSSB 1206,17 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,W,3:00pm - 3:50pm,HSSB 4201,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,W,4:00pm - 4:50pm,ELLSN2816,17 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,W,5:00pm - 5:50pm,HSSB 2201,11 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,F,5:00pm - 5:50pm,HSSB 2202,0 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,R,1:00pm - 1:50pm,HSSB 1231,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,R,2:00pm - 2:50pm,GIRV 2135,18 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,F,8:00 am - 8:50 am,ELLSN2816,0 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,F,9:00 am - 9:50 am,GIRV 2135,0 / 18
20184_HIST.html,HIST      8,L&S,4.0,Optional,F,10:00am - 10:50am,GIRV 2135,10 / 18
20184_HIST.html,HIST      9,L&S,4.0,Optional,T R,9:30 am - 10:45am,GIRV 2124,12 / 30
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M W,11:00am - 12:15pm,MUSICLLCH,256 / 257
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,1:00pm - 1:50pm,HSSB 2202,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,2:00pm - 2:50pm,HSSB 1214,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,R,9:00 am - 9:50 am,HSSB 2202,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,4:00pm - 4:50pm,HSSB 1206,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,5:00pm - 5:50pm,HSSB 1206,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,6:00pm - 6:50pm,GIRV 2135,10 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,T,8:00 am - 8:50 am,GIRV 1108,7 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,8:00 am - 8:50 am,GIRV 2135,1 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,8:00 am - 8:50 am,ELLSN2816,2 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,9:00 am - 9:50 am,GIRV 2135,13 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,9:00 am - 9:50 am,HSSB 1210,17 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,F,4:00pm - 4:50pm,ELLSN2816,4 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,T,2:00pm - 2:50pm,GIRV 2135,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,T,3:00pm - 3:50pm,HSSB 1227,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,T,4:00pm - 4:50pm,HSSB 3202,17 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,T,5:00pm - 5:50pm,HSSB 4201,5 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,8:00 am - 8:50 am,HSSB 3201,3 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,8:00 am - 8:50 am,HSSB 2201,0 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,R,10:00am - 10:50am,HSSB 2202,18 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,3:00pm - 3:50pm,LSB  1101,16 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,4:00pm - 4:50pm,LSB  1101,11 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,M,7:00pm - 7:50pm,HSSB 2202,1 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,6:00pm - 6:50pm,HSSB 3202,5 / 18
20184_HIST.html,HIST     17A,L&S,4.0,Optional,W,7:00pm - 7:50pm,GIRV 2135,0 / 18
20184_HIST.html,HIST     46,L&S,4.0,Optional,M W,9:30 am - 10:45am,CHEM 1171,83 / 83
20184_HIST.html,HIST     46,L&S,4.0,Optional,R,3:00pm - 3:50pm,HSSB 3201,18 / 18
20184_HIST.html,HIST     46,L&S,4.0,Optional,R,4:00pm - 4:50pm,HSSB 4201,8 / 18
20184_HIST.html,HIST     46,L&S,4.0,Optional,R,5:00pm - 5:50pm,ELLSN2816,6 / 18
20184_HIST.html,HIST     46,L&S,4.0,Optional,T,9:00 am - 9:50 am,HSSB 2202,15 / 18
20184_HIST.html,HIST     46,L&S,4.0,Optional,T,10:00am - 10:50am,HSSB 2202,18 / 18
20184_HIST.html,HIST     46,L&S,4.0,Optional,M,1:00pm - 1:50pm,GIRV 2135,18 / 18
20184_HIST.html,HIST     80,L&S,4.0,Optional,T R,5:00pm - 6:15pm,PSYCH1924,42 / 42
20184_HIST.html,HIST     80,L&S,4.0,Optional,W,1:00pm - 1:50pm,HSSB 1206,8 / 9
20184_HIST.html,HIST     80,L&S,4.0,Optional,W,2:00pm - 2:50pm,HSSB 3202,9 / 9
20184_HIST.html,HIST     80,L&S,4.0,Optional,W,3:00pm - 3:50pm,HSSB 3202,9 / 9
20184_HIST.html,HIST     80,L&S,4.0,Optional,F,9:00 am - 9:50 am,ELLSN2816,4 / 9
20184_HIST.html,HIST     80,L&S,4.0,Optional,F,10:00am - 10:50am,ELLSN2816,3 / 9
20184_HIST.html,HIST     80,L&S,4.0,Optional,F,11:00am - 11:50am,GIRV 1108,9 / 9
20184_HIST.html,HIST     99,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 5
20184_HIST.html,HIST    115A,L&S,4.0,Optional,M W,9:30 am - 10:45am,387  1015,16 / 42
20184_HIST.html,HIST    121D,L&S,4.0,Optional,T R,9:30 am - 10:45am,GIRV 1116,42 / 42

20184_HIST.html,HIST    129F,L&S,4.0,Optional,M W,2:00pm - 3:15pm,HSSB 4020,12 / 42
20184_HIST.html,HIST    129Q,L&S,4.0,Optional,W,4:00pm - 6:50pm,HSSB 4020,0 / 20
